id,employee_id,teachos_user_id,full_name,org_email,mobile,date_of_joining,department,sub_department,designation,direct_manager,work_location,workspace,gender,current_state,current_city,darwin_employee_status,in_darwin,in_teachos,teachos_role,teachos_category,teachos_manager,institutes,computed_status,manual_status,exit_date,converted_university_name,notes,classification,classification_reason,exit_flag,exit_flag_status,exit_flag_date,in_darwin_full_roster,dept_bucket,dept_area,deployment_status,payroll_candidate_matched,payroll_candidate_note
381,,2accd4996a14429a96d9e798c0855dd4,Kusuma,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""SMR University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
431,,e191508e30d8478dae4c39b9bf66d687,Arun A,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Takshasila University""}",needs_review,,,,Possible match: Arjun Rao (67% confidence). Review before merging.,,,f,,,f,tech,,deployed,f,
410,,93b8ab8584164fa3a1d0f05d3ef5cd91,Kavya,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
416,,816072ed77a7472cb3acca3338f9e662,BASAVA YOGESWARA RAO,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Annamacharya University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
418,,2e4197f2dec241df8188e9c459470368,Pooja,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""A Dy Patil University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
415,,fd78cdcae0324bce89f08fc3bd2ce357,Govada Likhith,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
441,,9e5b11c7024147bfb604504799c492f5,Tarra Sairam,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
436,,ad984abdd8a14f91bbd0047699103c61,A.J.Soundarya,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
442,,199c4ab2ef204b30ac4c3bdee08d891e,VADLAPUDI BHUVAN NAGA SAI,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
449,,8b9f7037e2944b08a18b4d2da77f5db0,Annepu Durga,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
451,,8459005289fd4db8bf6551571e620f90,Sainadhan S,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
462,,ec2df166915947689a5dcf1e63f9f29f,Supraja K,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
437,,f8b38d9c30034b3ebc07a7d99a431561,Kudithetti Priyanka,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
470,,17a5cfb087b34c9a9f76055f5691a030,Srinivas Vatturi,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",excluded,,,,,excluded_other_department,"NIAT - Head of Operations (NIAT_Program Operations) — operations management, not a teaching/instructor designation",f,,,f,tech,,in_training,f,
446,,1616f9052bb040ffa94229be50e4fe35,Pradeep,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,Possible match: Praveen (71% confidence). Review before merging.,,,f,,,f,tech,,in_training,f,
502,,c21be0eee9054b3893bebf342570969a,Sureddy Sasank Reddy,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
488,,10fb91b6ff1d42b0a5f87740ea84d9ce,Rekha,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Nxtwave Institute of Advanced Technologies""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
496,,65ac690c87594323a3996eb8d03ded13,Bandi Jaswanth Reddy,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Chaitanya Deemed-to-be University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
477,,f4d4caa0f9f44c859d3429add072d109,Suma,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,Possible match: Kusuma (67% confidence). Review before merging.,,,f,,,f,tech,,in_training,f,
492,,dc30f429a8844192a80a9f9336a952c5,Disha P S,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
501,,184e2a4e63a6456d8640d7d5051dacb1,Induja Toorupati,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
494,,16ddd38681ec42f09313df06768fad76,Nagireddy Suresh,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
497,,fef0661728ab4dfdbf557bffda40e584,BURRI GURU MAHESH,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
508,,4b304d41f4bd4aea8e51559b85a335a2,Sanjay Kumar,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Yenapoya University Banglore""}",needs_review,,,,Possible match: Sandeep Kumar (69% confidence). Review before merging.,,,f,,,f,tech,,deployed,f,
540,,e57021affc5840cf8bf14cec7f806048,UPPARA NAVEEN,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Aurora University""}",payroll_converted,,,,,payroll_converted,Confirmed against uploaded payroll reference file,f,,,f,tech,,deployed,t,
518,,6a7c8094b1fd483990827c3c49abc927,Chinoori Shireesha,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Aurora University""}",payroll_converted,,,,,payroll_converted,Confirmed against uploaded payroll reference file,f,,,f,tech,,deployed,t,
521,,94ea958c63174a5baf7a7de34aa1370f,Butta Keerthana,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
542,,e167518188bb4ff88d6ed72dbfb2f77f,Rishabh Kumar Pal,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
511,,295096f22150448f9b43a3cc347a2024,D PAVAN,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Aurora University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
510,,8878255c89664c1780b7a3f90fc7962e,Lachapet Manish,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
537,,70ffc8f61c9b4e94bef65c29f7d31817,Gorrela Samuel Kiran Babu,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Vivekananda global University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
545,,a275fbd89c4846f88e37ef0d68e12e08,Gokul Krishnan S,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
512,,2e8a978f47eb4e22974c5e3c205a70ff,Ankush kumar ramteke,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
299,,bec960691fb74275b5bcfdc3c77bdfcc,Kushal Kumar Terli,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
309,,1035f6aa634b4dd3af4929329be371dd,Anusuya,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""NIAT Chevella""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
321,,50002427bd2048ceb9248560ed67a647,Sudha Sri Venkata Satya Madhavi,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,{NRI},needs_review,,,,,,,f,,,f,tech,,deployed,f,
580,,6a514429958a4c8f8362a585fc7a45a1,Poshala Niharika,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,Possible match: Kosetti Niharika (69% confidence). Review before merging.,,,f,,,f,tech,,in_training,f,
555,,402cec88991941d7b11f129db4e51700,Vanjari Pothanak Sai Krishna,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
577,,1a73110c1ee54d65a1f400c3c2a2368b,Vaada Pavan Teja Reddy,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
553,,e0a28550caf541b3928e3648c768e2d0,Priyanka E,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,Possible match: Priyanka (80% confidence). Review before merging.,,,f,,,f,tech,,in_training,f,
566,,2ef1f9040508492dada5ce2998ff53c1,Zeeshan,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
574,,f047b366f99741a5a1ecf05fef3fbebc,Lingapriya J,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Malla Reddy Vishwavidyapeeth""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
548,,e19cdcaff4d54a838002bc71e92cc52b,Sakshi Shamsundar Wasekar,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
7,NW0007266,t-07,Ishita Bose,ishitabose@edtech.example,,2026-04-22,Instructors,Career Services,Career Coach,,,,,,,Active,t,f,,,,{},active,,2026-08-08,,,,,f,,,f,,,,f,
23,NW0007253,t-23,Sonal Gupta,sonalgupta@edtech.example,,2025-05-18,Instructors,University Programs,Instructor,,,,,,,,f,f,,,,{},needs_review,exited,2026-08-08,,Requires reconciliation,,,f,,,f,,,,f,
47,,a0995ba7315d4b7796d722216d85d67f,Pasika Archana,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
593,,30fa720a1ce9484b96c18abefd348095,Tharun S,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,{S-VYASA},needs_review,,,,Possible match: Uthara S (63% confidence). Review before merging.,,,f,,,f,tech,,deployed,f,
584,,2b76fc6495b84c39b94db75dbf68bc8b,Shaik sana,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,Possible match: Shaik Baji (70% confidence). Review before merging.,,,f,,,f,tech,,in_training,f,
595,,552f2c9cee434f18bb274a3b73c0c423,Koustubh Mehta,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Subharti University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
557,,242060b7f4e54b76b615e74642ffdc9c,Peravarapu Phaneendra,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Chaitanya Deemed-to-be University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
594,,709e8db60df94370917a1ccf6ad201d3,NITHILA M L,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,{AMET},needs_review,,,,,,,f,,,f,tech,,deployed,f,
483,,9aa1429d228e42d89fc3c2e41421d87a,Bhukya Srikanth,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,Possible match: MARASA SRIKANTH (67% confidence). Review before merging.,,,f,,,f,tech,,in_training,f,
607,,e8f3b041dc284ee0b7c04ab17ca6a719,Shalini,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
201,,b726a80420ef4d6c943555110f89e91d,Jetty Bino Mariyan,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
127,,1120b9c90b1241e8a89d93cd1f2a1cd1,Adithya ram Netturi,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Chaitanya Deemed-to-be University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
242,,a01fad3ba6964c7e8b108fc628931e2d,Judith,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""NSRIT University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
619,,7c2f88ca7a8e42b394f8e7701a004439,Dr K Naresh,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Aurora University""}",payroll_converted,,,,,payroll_converted,"User override — not matched in payroll reference file either; placeholder-style employee id, will likely never resolve against Darwin data",f,,,f,tech,,deployed,f,
317,,e416883d9f1a4e22a75138bacc110112,Debosmita Biswas,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
605,,2f3e3e9ccfa34bf0bb8517fbdec3cbaa,Gorre Pavan Kumar,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,Possible match: Yadala Pavan Kumar (67% confidence). Review before merging.,,,f,,,f,tech,,in_training,f,
203,,1eafa1a2ab84439aa5f4e41e35dd53b4,Hussain Sharif,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Malla Reddy Vishwavidyapeeth""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
614,,dd774d3c2c6d4465bb211b919362e943,Gaddamedi Nichitha reddy,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Intensive Offline DC""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
620,,3788003076fd4334ac2e87d5362438b5,Uday Kiran Palepu,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Sireesha,"{""Intensive Offline DC""}",excluded,,,,,excluded_other_department,"Center Head (Student Success) — center management role, not a teaching/instructor designation",f,,,f,tech,,deployed,f,
11,NW0007270,t-11,Megha Kapoor,meghakapoor@edtech.example,,2025-11-12,Instructors,Career Services,Career Coach,,,,,,,Active,t,f,,,,{},active,,2026-08-08,,,,,f,,,f,,,,f,
259,,e13a828ca9614cc9bf30cc2e4fa98d34,Matam sumana,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
48,,d934bb9c6935472a839f710a50888ed0,Shylaja M,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Yenapoya University Banglore""}",payroll_converted,,,,,payroll_converted,Confirmed against uploaded payroll reference file,f,,,f,tech,,deployed,t,
17,,ef2777d00ed8445ca83a8cd25f4fa69c,JyotirmayeeSahoo,jyotirmayeesahoo@edtech.example,,,Instructors,University Programs,Instructor,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Chaitanya Deemed-to-be University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
51,,3e6e6149609a460294aa2ac225dee224,Cheekati Veena,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
25,,9ee01ed5a2ec435484c2475a55da564e,Korivi Rakshitha,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
46,,139d8cfabcb747ef850d0b627d7fc879,Janhvi Hingorani,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""A Dy Patil University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
31,,5c6e0ac0f17148369df5230a8321fe93,SRINIVAS KATHERAPAKA,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
28,,09464a57cf5940af8910b1cd0a950fae,Akshaya C K,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""SMR University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
6,NW0007265,t-06,Vikram Nair,vikramnair@edtech.example,,2026-05-22,Instructors,Academic Delivery,Instructor,,,,,,,Active,t,f,,,,{},active,,2026-08-08,,,,,f,,,f,,,,f,
60,,e90cab3f95564b90bf23cc92d6f29fd6,Aryan Vashishtha,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Vivekananda global University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
178,,28633963e381408bb419c3828551889f,Marella Nandish,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Malla Reddy Vishwavidyapeeth""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
168,,524fbcecaab54db189b0f6bf03c2a092,SADU CHARISHMA,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Yenapoya University Banglore""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
272,,e9ff37b56ca44ef7870f729b72e9ae62,Veera Venkata Suryanarayana Rasapothula,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
302,,2bd4887dcd09493d89c9085f5736bda0,U Bhavana,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
236,,305cf349b4a54ab9921edf5d8f7b68e3,Jammu Jyotsna Sai Tejaswini,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Chaitanya Deemed-to-be University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
350,,3da7519786964315b27c662197baf702,Sudharshanan G,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Sanjay Ghodawat University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
323,,929eb21902cc4b84b58d4c9e6807c4bd,venkat raghavan,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Nxtwave Institute of Advanced Technologies""}",needs_review,,,,Possible match: Venkatraghavan M (81% confidence). Review before merging.,,,f,,,f,tech,,deployed,f,
171,,66c02d21b1f0453ba9c6a13311dabf48,Nadella Kusal,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Yenapoya University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
32,,fefd6eb7066441c6841c82a5d8ca667a,varshini,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",payroll_converted,,,,,payroll_converted,"Confirmed against uploaded payroll reference file (2026-08-29 upload, 61 entries)",f,,,f,tech,,in_training,t,
1,NW0007260,t-01,Aditi Menon,aditimenon@edtech.example,,2026-08-17,Instructors,Academic Delivery,Senior Instructor,,,,,,,Active,t,f,,,,{},active,,2026-08-08,,,,,f,,,f,,,,f,
39,,e62fdfb8d225441fbea1ca6dfdf3513a,K Srujan,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""SMR University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
30,,22fd3c727237447588f68c0ade37f607,Gouthami Jukanti,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
29,,489fbbb79aa94ce795dfb369943c7cdd,Punnam Venkatesh,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Malla Reddy University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
41,,4d77e47c1b3b48ee86519562aa0fa471,Shaik Baji,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,{NRI},needs_review,,,,,,,f,,,f,tech,,deployed,f,
35,,0206fca69d71425b9242d9dd8b7a7ec3,Sai Ganesh Pinnam,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
52,,488b229540d849f4b6442ddf471746b8,Dharani Modugumudi,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
54,,af57eeced714449cbd55432f999bc914,Vaishali Vyankatrao Fulare,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Sandip University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
37,,419291a3d1784a5484080e6e7ced2be3,POTHAMSETTY NEERAJ KUMAR,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
24,NW0007254,t-24,Devansh Mehta,devanshmehta@edtech.example,,2024-11-22,Instructors,Academic Delivery,Lead Instructor,,,,,,,Active,t,f,,,,{},active,,2026-08-08,,,,,f,,,f,,,,f,
89,,27ceb5490c4a4e14b799aaf101c756ff,Partha Sarathi Pradhan,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Aurora University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
95,,fec525e9be6a480db0f6aa0971dd15be,Srijita Dutta,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Alard University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
160,,01dfcbbeeaa3492db18398728fea0074,Arundathi Krishna,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Aurora University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
271,,34f279cd2df54cdb8e45be25ec3060cf,Balu D,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
193,,529db5d0cab64668b952a704ee0a9c8d,Ganapa Vyshnavi,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
56,,279d8a772e3241eaa59e65edf929a495,MERUGU DHANAVEERA KOTESWAR,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
64,,03e81d9f14ad4448885d4a0cb6deccc7,S Abhishek,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""A Dy Patil University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
67,,d90c5a8ab72a4afc837c40aa5b73ba02,Varun Kaarthikeyan S J,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
87,,dc612da7245143ff8ca4c438b19e9145,pasupula venkata sri chaitanya,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Naga Venkata Dasaradhi Nunna,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
58,,fd832baedd3c4c07b9deaa2e739b9a4d,Thathapudi Emily Suvika Paul,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Malla Reddy University""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
36,,dc60ec438463486d88bf4ba0f401bcd0,Chaitali Charandas Daware,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Training Institute""}",needs_review,,,,,,,f,,,f,tech,,in_training,f,
167,,c5f4a4d96a034655b81f09c611932b0b,Tamkheen,,,,,,,,,,,,,,f,t,CENTRAL_INSTRUCTOR,TECH,Venkatesh Pitchumani,"{""Nxtwave Institute of Advanced Technologies""}",needs_review,,,,,,,f,,,f,tech,,deployed,f,
181,,e85e5f5d3808403cac19e6731db9e49f,Nithissh,,,,,,,,,,,,,,f,t,INSTRUCTOR,TECH,Venkatesh Pitchumani,{AMET},needs_review,,,,,,,f,,,f,tech,,deployed,f,
